Authors	Year	Title	Journal	DOI	Oases	lat	long	Country	Reviewer
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Sunan	39.555699	98.967332	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Gaotai	39.371096	99.759745	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Linze	39.167591	100.184131	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Yingke	38.844728	100.511549	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Shandan	38.794657	101.061022	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Minle	38.688369	100.70298	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Jinchuan	38.592104	102.409614	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Yongchang	38.255535	101.985183	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Wuwei	37.901024	102.566957	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Minqin oasis	38.605895	103.075593	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Gulang	37.521393	102.912088	China	JAHA
Aijun Guo, Xiaoyun Wei, Fanglei Zhong , Penglong Wang, Xiaoyu Song	2022	Does Cognition of Resources and the Environment Affect Farmers’ Production Efficiency? Study of Oasis Agriculture in China	agriculture	10.3390/agriculture12050592	Zhangye	38.9	100.35	China	JAHA
LIU Hailong, SHI Peiji, TONG Huali, ZHU Guofeng, LIU Haimeng, ZHANG Xuebin, WEI Wei, WANG Xinmin	2015	Characteristics and Driving Forces of Spatial Expansion of Oasis Cities and Towns in Hexi Corridor, Gansu Province, China	Chinese Geographical Science	10.1007/s11769-014-0687-0	Jinchang	38.448731	102.209956	China	JAHA
LIU Hailong, SHI Peiji, TONG Huali, ZHU Guofeng, LIU Haimeng, ZHANG Xuebin, WEI Wei, WANG Xinmin	2015	Characteristics and Driving Forces of Spatial Expansion of Oasis Cities and Towns in Hexi Corridor, Gansu Province, China	Chinese Geographical Science	10.1007/s11769-014-0687-0	Liangzhou oasis	37.928611	102.639722	China	JAHA
LIU Hailong, SHI Peiji, TONG Huali, ZHU Guofeng, LIU Haimeng, ZHANG Xuebin, WEI Wei, WANG Xinmin	2015	Characteristics and Driving Forces of Spatial Expansion of Oasis Cities and Towns in Hexi Corridor, Gansu Province, China	Chinese Geographical Science	10.1007/s11769-014-0687-0	Yongchang	38.255535	101.985183	China	JAHA
LIU Hailong, SHI Peiji, TONG Huali, ZHU Guofeng, LIU Haimeng, ZHANG Xuebin, WEI Wei, WANG Xinmin	2015	Characteristics and Driving Forces of Spatial Expansion of Oasis Cities and Towns in Hexi Corridor, Gansu Province, China	Chinese Geographical Science	10.1007/s11769-014-0687-0	Minqin oasis	38.605895	103.075593	China	JAHA
LIU Hailong, SHI Peiji, TONG Huali, ZHU Guofeng, LIU Haimeng, ZHANG Xuebin, WEI Wei, WANG Xinmin	2015	Characteristics and Driving Forces of Spatial Expansion of Oasis Cities and Towns in Hexi Corridor, Gansu Province, China	Chinese Geographical Science	10.1007/s11769-014-0687-0	Gulang	37.521393	102.912088	China	JAHA
LIU Hailong, SHI Peiji, TONG Huali, ZHU Guofeng, LIU Haimeng, ZHANG Xuebin, WEI Wei, WANG Xinmin	2015	Characteristics and Driving Forces of Spatial Expansion of Oasis Cities and Towns in Hexi Corridor, Gansu Province, China	Chinese Geographical Science	10.1007/s11769-014-0687-0	Linze	39.167591	100.184131	China	JAHA
LIU Hailong, SHI Peiji, TONG Huali, ZHU Guofeng, LIU Haimeng, ZHANG Xuebin, WEI Wei, WANG Xinmin	2015	Characteristics and Driving Forces of Spatial Expansion of Oasis Cities and Towns in Hexi Corridor, Gansu Province, China	Chinese Geographical Science	10.1007/s11769-014-0687-0	Shandan	38.794657	101.061022	China	JAHA
LIU Hailong, SHI Peiji, TONG Huali, ZHU Guofeng, LIU Haimeng, ZHANG Xuebin, WEI Wei, WANG Xinmin	2015	Characteristics and Driving Forces of Spatial Expansion of Oasis Cities and Towns in Hexi Corridor, Gansu Province, China	Chinese Geographical Science	10.1007/s11769-014-0687-0	Minle	38.688369	100.70298	China	JAHA
LIU Hailong, SHI Peiji, TONG Huali, ZHU Guofeng, LIU Haimeng, ZHANG Xuebin, WEI Wei, WANG Xinmin	2015	Characteristics and Driving Forces of Spatial Expansion of Oasis Cities and Towns in Hexi Corridor, Gansu Province, China	Chinese Geographical Science	10.1007/s11769-014-0687-0	Gaotai	39.371096	99.759745	China	JAHA
LIU Hailong, SHI Peiji, TONG Huali, ZHU Guofeng, LIU Haimeng, ZHANG Xuebin, WEI Wei, WANG Xinmin	2015	Characteristics and Driving Forces of Spatial Expansion of Oasis Cities and Towns in Hexi Corridor, Gansu Province, China	Chinese Geographical Science	10.1007/s11769-014-0687-0	Jinta Oasis	39.993197	98.915012	China	JAHA
LIU Hailong, SHI Peiji, TONG Huali, ZHU Guofeng, LIU Haimeng, ZHANG Xuebin, WEI Wei, WANG Xinmin	2015	Characteristics and Driving Forces of Spatial Expansion of Oasis Cities and Towns in Hexi Corridor, Gansu Province, China	Chinese Geographical Science	10.1007/s11769-014-0687-0	Yumen	40.346828	97.091887	China	JAHA
LIU Hailong, SHI Peiji, TONG Huali, ZHU Guofeng, LIU Haimeng, ZHANG Xuebin, WEI Wei, WANG Xinmin	2015	Characteristics and Driving Forces of Spatial Expansion of Oasis Cities and Towns in Hexi Corridor, Gansu Province, China	Chinese Geographical Science	10.1007/s11769-014-0687-0	Dunhuang	40.142833	94.634076	China	JAHA
LIU Hailong, SHI Peiji, TONG Huali, ZHU Guofeng, LIU Haimeng, ZHANG Xuebin, WEI Wei, WANG Xinmin	2015	Characteristics and Driving Forces of Spatial Expansion of Oasis Cities and Towns in Hexi Corridor, Gansu Province, China	Chinese Geographical Science	10.1007/s11769-014-0687-0	Jiayuguan	39.864922	98.188936	China	JAHA
Mohammed F. Hamza , Saad H. Alotaibi  , Yuezhou Wei  Noha M. Mashaal	2022	High-Performance Hydrogel Based on Modified Chitosan for Removal of Heavy Metal Ions in Borehole: A Case Study from the Bahariya Oasis, Egypt	catalysts	10.3390/catal12070721	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
HAN SongJun, HU HePing, YANG DaWen, LIU QunChang1	2009	Differences in changes of potential evaporation in the mountainous and oasis regions of the Tarim basin, northwest China	Science in China Series E: Technological Sciences	10.1007/s11431-009-0123-3	Kaidu-kongqi	41.576616	86.028282	China	JAHA
HAN SongJun, HU HePing, YANG DaWen, LIU QunChang1	2009	Differences in changes of potential evaporation in the mountainous and oasis regions of the Tarim basin, northwest China	Science in China Series E: Technological Sciences	10.1007/s11431-009-0123-3	Aksu	41.199401	80.194245	China	JAHA
HAN SongJun, HU HePing, YANG DaWen, LIU QunChang1	2009	Differences in changes of potential evaporation in the mountainous and oasis regions of the Tarim basin, northwest China	Science in China Series E: Technological Sciences	10.1007/s11431-009-0123-3	Yarkand	38.389553	77.311335	China	JAHA
Songjun Han, Heping Hu, Dawen Yang Qunchang Liu	2011	Irrigation impact on annual water balance of the oases in Tarim Basin, Northwest China	HYDROLOGICAL PROCESSES	10.1002/hyp.7830	Kashgar	39.391394	75.852485	China	JAHA
Songjun Han, Heping Hu, Dawen Yang Qunchang Liu	2011	Irrigation impact on annual water balance of the oases in Tarim Basin, Northwest China	HYDROLOGICAL PROCESSES	10.1002/hyp.7830	Yarkand	38.389553	77.311335	China	JAHA
Songjun Han, Heping Hu, Dawen Yang Qunchang Liu	2011	Irrigation impact on annual water balance of the oases in Tarim Basin, Northwest China	HYDROLOGICAL PROCESSES	10.1002/hyp.7830	Aksu	41.199401	80.194245	China	JAHA
Songjun Han, Heping Hu, Dawen Yang Qunchang Liu	2011	Irrigation impact on annual water balance of the oases in Tarim Basin, Northwest China	HYDROLOGICAL PROCESSES	10.1002/hyp.7830	Shayar	41.2807	82.68933	China	JAHA
Songjun Han, Heping Hu, Dawen Yang Qunchang Liu	2011	Irrigation impact on annual water balance of the oases in Tarim Basin, Northwest China	HYDROLOGICAL PROCESSES	10.1002/hyp.7830	Kaidu-kongqi	41.576616	86.028282	China	JAHA
Songjun Han, Heping Hu, Dawen Yang Qunchang Liu	2011	Irrigation impact on annual water balance of the oases in Tarim Basin, Northwest China	HYDROLOGICAL PROCESSES	10.1002/hyp.7830	Hotan	37.092865	79.858456	China	JAHA
Lijing Han, Jianli Ding, JinjieWang, Junyong Zhang, Boqiang Xie, Jianping Hao	2022	Monitoring Oasis Cotton Fields Expansion in Arid Zones Using the Google Earth Engine: A Case Study in the Ogan-Kucha River Oasis, Xinjiang, China	remote sensing	10.3390/rs14010225	Kuqa	41.554763	82.784609	China	JAHA
Xingming Hao, Weihong Li, Haijun Deng	2016	The oasis effect and summer temperature rise in arid regions - case study in Tarim Basin	Scientific Reports	10.1038/srep35418	Bohu	41.944583	86.64418	China	JAHA
Xingming Hao, Weihong Li, Haijun Deng	2016	The oasis effect and summer temperature rise in arid regions - case study in Tarim Basin	Scientific Reports	10.1038/srep35418	Kongque	41.271317	86.584964	China	JAHA
Xingming Hao, Weihong Li, Haijun Deng	2016	The oasis effect and summer temperature rise in arid regions - case study in Tarim Basin	Scientific Reports	10.1038/srep35418	Kuqa	41.554763	82.784609	China	JAHA
Xingming Hao, Weihong Li, Haijun Deng	2016	The oasis effect and summer temperature rise in arid regions - case study in Tarim Basin	Scientific Reports	10.1038/srep35418	Aksu	41.199401	80.194245	China	JAHA
Xingming Hao, Weihong Li, Haijun Deng	2016	The oasis effect and summer temperature rise in arid regions - case study in Tarim Basin	Scientific Reports	10.1038/srep35418	Kashgar	39.391394	75.852485	China	JAHA
Xingming Hao, Weihong Li, Haijun Deng	2016	The oasis effect and summer temperature rise in arid regions - case study in Tarim Basin	Scientific Reports	10.1038/srep35418	Yarkand	38.389553	77.311335	China	JAHA
Xingming Hao, Weihong Li, Haijun Deng	2016	The oasis effect and summer temperature rise in arid regions - case study in Tarim Basin	Scientific Reports	10.1038/srep35418	Hotan	37.092865	79.858456	China	JAHA
Yuanyuan Hao, Yaowen Xie, Jinhui Ma,Wenpei Zhang	2017	The critical role of local policy effects in arid watershed groundwater resources sustainability: A case study in the Minqin oasis, China	Science of the Total Environment	10.1016/j.scitotenv.2017.04.177	Minqin oasis	38.605895	103.075593	China	JAHA
Lina Hao, Xiaoling Su, Vijay P. Singh, Lan Zhang, Gengxi Zhang	2019	Suitable oasis and cultivated land scales in arid regions based on ecological health	Ecological Indicators	10.1016/j.ecolind.2019.01.053	Gaotai	39.371096	99.759745	China	JAHA
Lina Hao, Xiaoling Su, Vijay P. Singh, Lan Zhang, Gengxi Zhang	2019	Suitable oasis and cultivated land scales in arid regions based on ecological health	Ecological Indicators	10.1016/j.ecolind.2019.01.053	Badain Jaran	39.358633	100.030365	China	JAHA
Lina Hao, Xiaoling Su, Vijay P. Singh, Lan Zhang, Gengxi Zhang	2019	Suitable oasis and cultivated land scales in arid regions based on ecological health	Ecological Indicators	10.1016/j.ecolind.2019.01.053	Linchnang	39.378236	100.122157	China	JAHA
Lina Hao, Xiaoling Su, Vijay P. Singh, Lan Zhang, Gengxi Zhang	2019	Suitable oasis and cultivated land scales in arid regions based on ecological health	Ecological Indicators	10.1016/j.ecolind.2019.01.053	Heihe	39.306035	100.209634		JAHA
Lina Hao, Xiaoling Su, Vijay P. Singh, Lan Zhang, Gengxi Zhang	2019	Suitable oasis and cultivated land scales in arid regions based on ecological health	Ecological Indicators	10.1016/j.ecolind.2019.01.053	Linze	39.167591	100.184131	China	JAHA
Lina Hao, Xiaoling Su, Vijay P. Singh, Lan Zhang, Gengxi Zhang	2019	Suitable oasis and cultivated land scales in arid regions based on ecological health	Ecological Indicators	10.1016/j.ecolind.2019.01.053	Shidi	38.9751	100.4464	China	JAHA
Lina Hao, Xiaoling Su, Vijay P. Singh, Lan Zhang, Gengxi Zhang	2019	Suitable oasis and cultivated land scales in arid regions based on ecological health	Ecological Indicators	10.1016/j.ecolind.2019.01.053	Daman	38.8555	100.3722	China	JAHA
Lina Hao, Xiaoling Su, Vijay P. Singh, Lan Zhang, Gengxi Zhang	2019	Suitable oasis and cultivated land scales in arid regions based on ecological health	Ecological Indicators	10.1016/j.ecolind.2019.01.053	Yingke	38.844728	100.511549	China	JAHA
Xingming Hao, Haichao Hao, Jingjing Zhang	2021	Soil moisture influenced the variability of air temperature and oasis effect in a large inland basin of an arid region	Hydrological Processes	10.1002/hyp.14246	Yarkand	38.389553	77.311335	China	JAHA
Xingming Hao, Haichao Hao, Jingjing Zhang	2021	Soil moisture influenced the variability of air temperature and oasis effect in a large inland basin of an arid region	Hydrological Processes	10.1002/hyp.14246	Kashgar	39.391394	75.852485	China	JAHA
Xingming Hao, Haichao Hao, Jingjing Zhang	2021	Soil moisture influenced the variability of air temperature and oasis effect in a large inland basin of an arid region	Hydrological Processes	10.1002/hyp.14246	Aksu	41.199401	80.194245	China	JAHA
Xingming Hao, Haichao Hao, Jingjing Zhang	2021	Soil moisture influenced the variability of air temperature and oasis effect in a large inland basin of an arid region	Hydrological Processes	10.1002/hyp.14246	Xinhe	41.522958	82.573116	China	JAHA
Xingming Hao, Haichao Hao, Jingjing Zhang	2021	Soil moisture influenced the variability of air temperature and oasis effect in a large inland basin of an arid region	Hydrological Processes	10.1002/hyp.14246	Korla	41.706839	86.081672	China	JAHA
Xingming Hao, Haichao Hao, Jingjing Zhang	2021	Soil moisture influenced the variability of air temperature and oasis effect in a large inland basin of an arid region	Hydrological Processes	10.1002/hyp.14246	Shihezi	44.409088	86.047524	China	JAHA
Xingming Hao, Haichao Hao, Jingjing Zhang	2021	Soil moisture influenced the variability of air temperature and oasis effect in a large inland basin of an arid region	Hydrological Processes	10.1002/hyp.14246	Fukang	44.175956	88.459557	China	JAHA
Chunling He Chaodong Zhu	2020	Nesting and foraging behavior of Xylocopa valga in the Ejina Oasis, China	Plos One	10.1371/journal.pone.0235769	Ejina oasis	42.085388	101.119236	China	JAHA
Jianqiang He, Huanjie Cai, Jiangping Bai	2013	Irrigation scheduling based on CERES-Wheat model for spring wheat production in the Minqin Oasis in Northwest China	Agricultural Water Management	10.1016/j.agwat.2013.06.010	Minqin oasis	38.605895	103.075593	China	JAHA
Huaijie He, Zhenhua Wang, Li Guo, Xurong Zheng, Jinzhu Zhang, Wenhao Li, Bihang Fan	2018	Distribution characteristics of residual film over a cotton field under longterm film mulching and drip irrigation in an oasis agroecosystem	Soil & Tillage Research	10.1016/j.still.2018.03.013	Regiment 121	44.833333	85.55	China	JAHA
Tianming He , Chunxia Wang , Zonglan Wang, Xinlin He , Hongguang Liu, Jia Zhang	2021	Assessing the AgriculturalWater Savings–Economy Ecological Environment System in an Arid Area of Northwest China Using a Water Rights Transaction Model	water	10.3390/w13091233	Shihezi	44.409088	86.047524	China	JAHA
Zhang Hong, Wu Jian-Wei, Zheng Qiu-Hong, Yu Yun-Jiang	2003	A preliminary study of oasis evolution in the Tarim Basin, Xinjiang, China	Journal of Arid Environments	10.1016/S0140-1963(02)00283-5	Kuqa	41.554763	82.784609	China	JAHA
Zhang Hong, Wu Jian-Wei, Zheng Qiu-Hong, Yu Yun-Jiang	2003	A preliminary study of oasis evolution in the Tarim Basin, Xinjiang, China	Journal of Arid Environments	10.1016/S0140-1963(02)00283-5	Kashi	39.53996	76.076446	China	JAHA
